term,frequency,document_frequency,in_lexicon,current_valence,n_tickers,n_sectors,example_headlines,window_start,window_end,n_headlines_in_window,is_stopword,review_eligible,exclusion_reason
chewy,20,20,False,,16,6,"3 Big Stock Charts for Monday: Intel, Paycom Software, and Chewy || Why Chewy Stock Soared 26.7% in March || Buy Chewy Stock on the Dip for 3 Major Reasons",2020-01-01,2020-12-31,36955,False,True,
chtr,20,20,False,,12,7,"Noteworthy ETF Outflows: XLC, CHTR, ATVI, EA || Charter (CHTR) Q4 Earnings & Revenues Up Y/Y on User Growth || Charter (CHTR) Signs Multi-Year Distribution Deal for HBO MAX",2020-01-01,2020-12-31,36955,False,True,
consolidation,20,20,True,0.034999999999999996,12,6,"Disney, Comcast, Viacom: Can Consolidation Boost Growth For Studio Giants? || Shares of cell tower companies are trading higher following approval of the Sprint-T-Mobile merger. While the consolidation will decrease the number of towers, some investors expect increased investment in the ramp up to 5G. || Shares of several cell tower companies are trading lower on reports a Judge will approve the T-Mobile merger with Sprint. A consolidation of the two companies would reduce the need for separate cell towers for coverage, lowering the number of towers. UPDATE: The stocks have reversed and are trading higher now.",2020-01-01,2020-12-31,36955,False,True,
cools,20,20,False,,11,5,"Ryanair cools on Airbus, moves back towards all-Boeing fleet || Sure Visa Looks Great, but Don’t Jump Into V Stock Before It Cools a Bit || Dow Jones Steady as Intel Restarts Share Buybacks, Walmart Stock Cools Off",2020-01-01,2020-12-31,36955,False,True,
crm,20,20,False,,14,8,"Noteworthy Tuesday Option Activity: TMUS, CRM, FISV || Technology Sector Update for 02/24/2020: CRM, GE, RNET, XPER, KN || 4 Top Stock Trades for Monday: AMD, WMT, CRM, GILD",2020-01-01,2020-12-31,36955,False,True,
curbs,20,20,False,,14,7,Texas hearing on oil production curbs stirs hornet's nest || Texas regulators put off vote on oil curbs a day after historic price reversal || Gold inches down as easing virus-led curbs buoy equities,2020-01-01,2020-12-31,36955,False,True,
dead,20,20,True,-3.3,12,6,"AMD Stock Is Sick But Not Dead || Is Big Cable Dead? Cord-Cutting Has Tripled in a Year || Texas Oil Regulator Pronounces OPEC-Style Production Quotas ""Dead""",2020-01-01,2020-12-31,36955,False,True,
doubled,20,20,False,,13,8,"Amazon's Grocery Deliveries Doubled Last Quarter, and It's Just Getting Started || Sprint’s Stock Price Doubled In 15 Days; Is Market Overvaluing Sprint Just Before Its Merger With T-Mobile? || 3M Says, Since Coronavirus Outbreak, Has Doubled Its Global Output Of N95 Respirators To Annual Rate Of 1.1B/Year, Or 100M/Month",2020-01-01,2020-12-31,36955,False,True,
eafe,20,20,False,,11,8,"Marketfield Asset Management LLC Buys iShares MSCI EAFE ETF, Deutsche X-trackers Harvest CSI ... || Crewe Advisors LLC Buys iShares MSCI EAFE Small-Cap ETF, Vanguard S&P 5…… ETF, Vanguard ... || Grimes & Company, Inc. Buys iShares Core MSCI EAFE ETF, SPDR Portfolio World ex- US ETF, ...",2020-01-01,2020-12-31,36955,False,True,
employee,20,20,False,,7,4,"Starbucks Employee Diagnosed With Coronavirus In Seattle || Walmart Taking Employee Temperatures, Offering Gloves, Masks || Dow Jones News: Walgreens Pulls Guidance; Boeing Offers Employee Buyouts",2020-01-01,2020-12-31,36955,False,True,
ericsson,20,20,False,,5,3,Ericsson provides solution for Southern Linc's next-generation mission critical push-to-talk service || Why Ericsson Stock Might Be the Best 5G Play || Ericsson Stock Isn’t a 5G Play For the Faint of Heart,2020-01-01,2020-12-31,36955,False,True,
espn,20,19,False,,3,2,"CBS, NBC, ESPN Sign 9-Year PGA Deal || Disney Should Cancel Its ESPN Live Shows to Boost DIS Stock || ESPN to deliver live coverage of Torque Esports' online racing",2020-01-01,2020-12-31,36955,False,True,
essential,20,20,True,0.034999999999999996,14,8,"Youngs Advisory Group, Inc. Buys Essential Utilities Inc, Intel Corp, Alphabet Inc, Sells ... || National Retail Federation Seeks Clarification on 'Essential Businesses' || Walmart Limiting Purchases on Some Essential Items",2020-01-01,2020-12-31,36955,False,True,
extension,20,20,False,,11,7,2 Wind Power Stocks Set to Benefit From the Federal Tax Credit Extension || AbbVie Announces Extension of Expiration Date for Exchange Offers for Allergan Notes || UPS Pilots Ratify Two-Year Contract Extension,2020-01-01,2020-12-31,36955,False,True,
films,20,20,False,,4,3,"Mulch Films Market Size —…–7 Business Strategies, Opportunities, Future Trends, Top Key ... || Disney Temporarily Halts Shooting of Live-Action Films as a Coronavirus Precaution || Comcast NBC Universal To Offer Some Films Online While Still In Theaters",2020-01-01,2020-12-31,36955,False,True,
ftc,20,20,False,,10,7,"5G, FTC Appeal Could be Catalysts to Take Qualcomm Stock to New Highs || FTC Has Warned Phone Cos. Against Assisting Robocalls, Sent Letters To 19 Unnamed Internet-Based Providers || Dow Pares Gains On FTC Probe Of Big-Cap Techs, But Nasdaq, S&P 500 At New High",2020-01-01,2020-12-31,36955,False,True,
giving,20,20,True,1.4,18,8,5 Predictable Stocks Giving Markets a St. Patrick's Day Boost || Walmart Giving Hourly Workers $550 Million 'Mini Stimulus' During Pandemic || Verizon Giving All Wireless Customers an Extra 15GB of Data During Pandemic,2020-01-01,2020-12-31,36955,False,True,
grows,20,20,True,1.5,20,9,"UPDATE: BMO Capital Downgrades Electronic Arts to Market Perform, Lowers Price Target to $110 Notes 'We are concerned shares could stall as the Street grows concerned over uncertainty around monetization of current titles and a haphazard FY2021 lineup.' || Disney+ Grows to 50 Million Subscribers || Shares of several technology companies are trading lower on market weakness as investor uncertainty grows following quarterly earnings results from multiple companies. NOTE: This could potentially be a sell-off after the S&P 500 rallied 12.7% over the past month.",2020-01-01,2020-12-31,36955,False,True,
humphrey,20,20,False,,9,6,"SunTrust Robinson Humphrey Maintains Buy on Comcast, Raises Price Target to $53 || SunTrust Robinson Humphrey Maintains Hold on DuPont de Nemours, Lowers Price Target to $56 || SunTrust Robinson Humphrey Maintains Buy on Amgen, Raises Price Target to $265",2020-01-01,2020-12-31,36955,False,True,
hurricane,20,20,True,-0.065,8,3,"Financials, Healthcare In Eye Of Earnings Hurricane Ahead, With Bank CEOs In Spotlight || Duke Energy prepares for hurricane season during COVID-–9 pandemic || Georgia Power prepared for possible busy hurricane season as COVID-–9 pandemic continues",2020-01-01,2020-12-31,36955,False,True,
i'll,20,20,False,,11,5,The Other Number I'll Be Watching When Netflix Reports Earnings || 3 Stocks I'll Never Sell || 2 Stocks I'll Hold Forever,2020-01-01,2020-12-31,36955,False,True,
instead,20,20,False,,14,9,3 Reasons to Buy SmileDirectClub Instead of Align Technology || Should You Buy AT&T’s Preferred Shares Instead of Its Common Stock? || Skip Southwest Airlines Stock and Buy the JETS ETF Instead,2020-01-01,2020-12-31,36955,False,True,
jul,20,20,False,,10,7,"NBCUniversal Issues Press Release Highlighting Unveiling Of 'Peacock,' Free Premium Ad-Supported Streaming Service, Debuts Nationally Jul. 15 || Gilead Sciences Option Alert: Jul 17 $80 Calls Sweep (32) near the Ask: 508 @ $2.09 vs 5144 OI; Ref=$73.8899 || After Hours Most Active for Jul 9, 2020 : TWTR, BAC, VICI, PBR, NIO, F, JBLU, MSFT, CHNG, INTC, MAT, CZR",2020-01-01,2020-12-31,36955,False,True,
king,20,20,True,0.05,9,5,"Disney+ and Apple TV+ Prove That, in Streaming, IP Is King || Intel Is Still The King Of The Chips || King Luther Capital Management Corp Buys Truist Financial Corp, ConocoPhillips, Black Knight ...",2020-01-01,2020-12-31,36955,False,True,
kong,20,20,False,,6,4,"Tough Lead-In: Virus Fears Crush Hong Kong Stocks Overnight, Putting Pressure On US || Week In Review: AkesoBio Files For $300 Million Hong Kong IPO || Gilead to Widen Testing of Antiviral Drug in Hong Kong, South Korea, other Asian Markets",2020-01-01,2020-12-31,36955,False,True,
liquidity,20,20,False,,9,5,Devon Energy (DVN) Cuts 2020 Spending to Preserve Liquidity || Shares of several healthcare companies are trading lower amid market volatility. Sunday's fiscal stimulus bill failed a procedural senate vote while the Fed Monday morning announced further stimulus measures to support liquidity. || GE Stock Will Languish as Ample Liquidity Ensures Conglomerate’s Survival,2020-01-01,2020-12-31,36955,False,True,
meets,20,20,False,,9,5,"AbbVie : Late-stage Plaque Psoriasis Study Meets Primary & Secondary Endpoints || Duke Realty's (DRE) Q4 FFO Meets, Revenues Beat Estimates || AbbVie: RINVOQ Meets Endpoints In Phase 3 Study In Psoriatic Arthritis",2020-01-01,2020-12-31,36955,False,True,
mount,20,20,True,0.03,11,6,7 Healthcare Stocks to Buy or Sell As Pricing Pressures Mount || Nvidia Stock Will Rise on Fourth-Quarter Results As Positive Drivers Mount || Boeing 737 MAX cancellations mount amid production halt,2020-01-01,2020-12-31,36955,False,True,
move-boeing,20,20,False,,8,4,"BUZZ-U.S. STOCKS ON THE MOVE-Boeing, Chesapeake Energy, Ideanomics || BUZZ-U.S. STOCKS ON THE MOVE-Boeing Co, Magenta Therapeutics || BUZZ-U.S. STOCKS ON THE MOVE-Boeing, Facebook",2020-01-01,2020-12-31,36955,False,True,
nbcuniversal,20,20,False,,3,2,"American Dad, Family Guy Creator Leaving Fox For $200M Deal With NBCUniversal || NBCUniversal Issues Press Release Highlighting Unveiling Of 'Peacock,' Free Premium Ad-Supported Streaming Service, Debuts Nationally Jul. 15 || NBCUniversal Introduces Free Premium Ad-supported Streaming Service 'Peacock'",2020-01-01,2020-12-31,36955,False,True,
norwegian,20,20,False,,14,5,"BUZZ-U.S. STOCKS ON THE MOVE-Gap, Norwegian Cruise Line, Barnes & Noble, Pluristem Therapeutics || Private Equity Is Reportedly Circling Norwegian Cruise Lines || Near Its All-Time Low, Is Norwegian Cruise Line Stock a Buy?",2020-01-01,2020-12-31,36955,False,True,
officer,20,19,False,,14,6,Trinity Industries Names New Chief Executive Officer || Realty Income Announces Chief Financial Officer Transition || Merck's Chief Digital Officer Leaves to Join Marriott,2020-01-01,2020-12-31,36955,False,True,
oracle,20,20,False,,11,7,"Franklin Resources Inc Buys Broadcom Inc, Oracle Corp, Cisco Systems Inc, Sells Celgene Corp, ... || Dow Jones Today, Futures Take A Bear Market Bounce; Coronavirus News Mixed; Oracle, Adobe Jump On Earnings || Raymond James Trust N.a. Buys Truist Financial Corp, Oracle Corp, NextEra Energy Inc, Sells ...",2020-01-01,2020-12-31,36955,False,True,
paying,20,20,False,,15,7,"Know These 3 Facts to Avoid Paying Half Your Retirement Income to the IRS - January 10, 2020 || Subscription Overload: Are You Paying for Too Many Streaming Services? || Know These 3 Facts to Avoid Paying Half Your Retirement Income to the IRS - March 18, 2020",2020-01-01,2020-12-31,36955,False,True,
portfolios,20,20,False,,13,6,"Diversified Portfolios, Inc. Buys Vanguard Total Bond Market ETF, iShares iBoxx $ Investment ... || Q4 13F Roundup: How Buffett, Einhorn, Ackman And Others Adjusted Their Portfolios || Walmart Adds to a Streak That's Great for Retirement Portfolios",2020-01-01,2020-12-31,36955,False,True,
pricing,20,20,False,,12,6,"7 Healthcare Stocks to Buy or Sell As Pricing Pressures Mount || Verizon's New Pricing Goes After the Fastest-Growing Segment of Pay TV || UPDATE: Morgan Stanley Maintains Overweight On Coca-Cola, Raises Target To $65 Believes Co. 'offers a clearly superior LT growth outlook vs. CPG peers, with solid category growth, stronger KO pricing power, and favorable strategy tweaks'",2020-01-01,2020-12-31,36955,False,True,
protect,20,20,True,1.6,15,9,"California State Attorney General Says US States That Challenged Sprint, T-Mobile Deal Are Prepared To Fight As Long As Necessary To Protect Innovation, Competitive Cost || 2 Stocks That Can Help You Protect Your Wealth From a Coronavirus Pandemic || EPA Releases List of Disinfectants to Protect Against Coronavirus",2020-01-01,2020-12-31,36955,False,True,
provide,20,20,True,0.03,12,7,"7 ‘A’-Rated Dividend Stocks That Provide Inflation-Beating Income || UPDATE: B Of A Securities On Advanced Micro Devices Notes 'March 5th analyst day could be positive catalyst as it could provide clarity on the l-t model with EPS power $2+, in our view' || Coronavirus: Emerging Numbers Provide Reasons for Calm",2020-01-01,2020-12-31,36955,False,True,
pypl,20,20,False,,15,7,"Financial Sector Update for 01/10/2020: JPM, WFC, C, BAC, USB, JEF, PYPL, KREF || ITOT, PYPL, NKE, UTX: ETF Outflow Alert || 4 Top Stock Trades for Friday: MSFT, MO, PYPL, KO",2020-01-01,2020-12-31,36955,False,True,
ramps,20,20,False,,13,7,"Big Bank Earnings Mixed So Far As Earning Season Ramps Up Amid Low Expectations || Dow Jones Dives 300 Points Despite Strong Jobs Report, As Selling Ramps Up || AT&T's WarnerMedia Ramps Up Content Spending for HBO Max, at Expense of Cable",2020-01-01,2020-12-31,36955,False,True,
retire,20,20,False,,9,6,"AT&T To Retire $4 Bln Of Common Stock || Adobe Co-Founder Dr. Charles M. Geschke To Retire From Board Of Directors || AT&T CEO Randall Stephenson To Retire, COO Stankey To Succeed",2020-01-01,2020-12-31,36955,False,True,
robinson,20,20,False,,9,6,"SunTrust Robinson Humphrey Maintains Buy on Comcast, Raises Price Target to $53 || SunTrust Robinson Humphrey Maintains Hold on DuPont de Nemours, Lowers Price Target to $56 || SunTrust Robinson Humphrey Maintains Buy on Amgen, Raises Price Target to $265",2020-01-01,2020-12-31,36955,False,True,
screaming,20,20,True,-1.6,10,6,3 Screaming Buy Streaming Stocks to Binge on This Year || Is This 18% Yield a Dividend Trap or a Screaming Buy? || ‘Slow and Steady’ Is the Play With Screaming Buy Visa Stock,2020-01-01,2020-12-31,36955,False,True,
second-quarter,20,20,False,,13,6,Starbucks sees 47% drop in second-quarter earnings on coronavirus hit || Coca-Cola sees significant hit to second-quarter sales from lockdowns || EARNINGS-Intel forecasts second-quarter quarter revenue above estimates,2020-01-01,2020-12-31,36955,False,True,
sheet,20,20,False,,11,6,"General Electric: Fixing the Balance Sheet Is Just Step One || '250 patients have received $GILD's remdesivir through expanded access, new FDA info says' -Tweet From Pharma Pink Sheet Reporter || Exxon's CEO On How Oil Giant Plans To Maintain Dividend, Focus On Balance Sheet",2020-01-01,2020-12-31,36955,False,True,
shop,20,20,False,,14,7,"Benzinga Pro's Top 5 Stocks To Watch For Tues., Feb. 11, 2020: DISH, HAS, SHOP, CODX, FB || Shopify (SHOP) Q4 Earnings and Revenues Top Estimates || Here's How to Shop Responsibly During the Coronavirus Pandemic",2020-01-01,2020-12-31,36955,False,True,
